,title,key,key_confidence,mode,mode_confidence,segments_pitches
2915,b'Halleluja',5.0,0.583,1.0,0.645,"[[0.975 1.    0.826 ... 0.762 0.794 0.871]
 [0.07  0.013 0.005 ... 0.008 0.005 0.012]
 [0.429 0.044 0.02  ... 0.02  0.016 0.025]
 ...
 [0.184 0.032 0.266 ... 0.013 0.012 0.016]
 [0.769 0.081 0.639 ... 0.072 0.043 0.079]
 [1.    0.265 0.861 ... 0.189 0.103 0.139]]"
2916,b'Fever Dream',4.0,0.563,1.0,0.534,"[[0.857 0.8   0.774 ... 0.772 0.963 1.   ]
 [0.196 0.224 0.174 ... 1.    0.533 0.201]
 [1.    0.803 0.205 ... 0.383 0.529 0.982]
 ...
 [0.024 0.017 0.037 ... 0.152 1.    0.177]
 [0.077 0.09  0.111 ... 0.807 0.43  0.594]
 [0.035 0.045 0.046 ... 0.36  0.202 0.196]]"
2917,b'It Never Happened To Me',5.0,0.364,0.0,0.5870000000000001,"[[0.043 0.036 0.1   ... 0.732 0.077 0.052]
 [0.045 0.099 0.159 ... 0.834 0.266 0.063]
 [0.535 0.609 0.317 ... 0.281 0.223 0.332]
 ...
 [1.    0.519 0.22  ... 0.202 0.133 0.197]
 [0.158 1.    0.462 ... 0.042 0.084 0.145]
 [0.056 0.075 0.116 ... 0.13  0.08  0.102]]"
2918,b'Yan Chin',8.0,0.6509999999999999,1.0,0.605,"[[0.247 0.194 0.23  ... 0.261 0.377 0.218]
 [0.902 0.534 0.256 ... 0.368 0.308 0.398]
 [0.391 0.567 0.536 ... 0.592 0.814 0.874]
 ...
 [0.056 0.017 0.022 ... 0.045 0.03  0.032]
 [0.731 0.817 1.    ... 0.622 0.831 0.957]
 [0.519 0.342 0.448 ... 0.458 0.435 1.   ]]"
2919,b'Dans un grand mur',9.0,1.0,1.0,0.748,"[[0.323 0.459 0.178 ... 0.66  0.208 0.303]
 [0.111 0.195 0.069 ... 1.    0.067 0.119]
 [0.232 0.171 0.187 ... 0.248 0.162 1.   ]
 ...
 [0.132 0.219 0.243 ... 1.    0.376 0.149]
 [0.162 0.506 0.338 ... 0.219 0.187 0.408]
 [0.002 0.015 0.049 ... 1.    0.006 0.011]]"
2920,b'And The Beat Goes Om',0.0,0.326,0.0,0.353,"[[0.595 0.427 0.552 ... 0.401 0.493 0.462]
 [0.085 0.037 0.159 ... 0.191 1.    0.151]
 [0.331 0.067 0.414 ... 0.205 1.    0.173]
 ...
 [1.    0.095 0.801 ... 0.113 0.644 0.248]
 [1.    0.092 0.79  ... 0.108 0.594 0.246]
 [1.    0.088 0.785 ... 0.084 0.526 0.211]]"
2921,"b""It's Hard""",0.0,0.185,1.0,0.17800000000000002,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.95  0.363 0.276 ... 0.945 1.    0.935]
 [0.095 0.75  1.    ... 0.187 0.062 0.088]
 ...
 [0.148 0.871 0.581 ... 0.195 0.1   0.221]
 [0.025 0.077 0.196 ... 0.077 0.065 0.064]
 [0.011 0.052 0.105 ... 0.053 0.03  0.029]]"
2922,b'Mi Morena (Revised Live Version)',8.0,0.257,0.0,0.38299999999999995,"[[0.422 0.44  0.83  ... 0.205 0.402 0.36 ]
 [0.795 0.71  1.    ... 0.284 0.484 0.348]
 [0.592 0.837 0.884 ... 0.345 0.432 0.327]
 ...
 [0.528 0.483 0.342 ... 0.482 0.299 0.557]
 [0.428 0.724 1.    ... 0.541 0.442 0.445]
 [0.993 0.626 0.962 ... 0.998 0.797 1.   ]]"
2923,b'Walking The Back Streets And Crying',1.0,0.758,1.0,0.606,"[[0.965 0.609 0.865 ... 0.654 1.    0.219]
 [0.632 0.332 0.321 ... 0.464 0.253 0.657]
 [0.331 0.304 0.179 ... 0.1   0.157 0.152]
 ...
 [0.407 0.321 0.265 ... 0.48  0.77  1.   ]
 [0.292 0.238 0.078 ... 0.204 0.193 0.37 ]
 [0.892 0.771 0.588 ... 0.967 1.    0.816]]"
2924,b'The Muddy Morning Hymn',10.0,0.324,0.0,0.635,"[[1.    0.787 0.703 ... 0.466 0.386 0.321]
 [0.144 0.354 0.657 ... 0.067 0.126 0.15 ]
 [0.669 0.162 0.056 ... 0.018 0.041 0.119]
 ...
 [1.    0.302 0.52  ... 0.523 0.317 0.213]
 [1.    0.268 0.275 ... 0.141 0.197 0.178]
 [1.    0.322 0.593 ... 0.343 0.347 0.225]]"
2925,b'Dr\xc3\xb8mmen Om Deg',0.0,0.309,1.0,0.49,"[[0.403 0.377 0.412 ... 0.386 0.278 0.237]
 [0.021 0.045 1.    ... 0.323 0.012 0.022]
 [0.052 0.064 0.623 ... 1.    0.026 0.033]
 ...
 [1.    0.01  0.027 ... 0.013 0.011 0.037]
 [0.757 0.014 0.022 ... 0.042 0.019 0.036]
 [1.    0.012 0.018 ... 0.011 0.008 0.022]]"
2926,b'La Segunda De Rosales (Album Version)',0.0,0.78,1.0,0.725,"[[0.979 1.    0.67  ... 0.59  0.798 0.681]
 [1.    0.367 0.156 ... 0.205 0.209 0.563]
 [1.    0.373 0.195 ... 0.189 0.142 0.243]
 ...
 [1.    0.338 0.174 ... 0.038 0.158 0.943]
 [1.    0.505 0.143 ... 0.051 0.116 0.735]
 [1.    0.48  0.465 ... 0.238 0.58  0.638]]"
2927,b'Tell Me Baby',9.0,0.5920000000000001,1.0,0.503,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.123 0.156 0.28  ... 0.122 0.12  0.942]
 [0.145 0.239 0.577 ... 0.065 0.071 1.   ]
 ...
 [0.165 1.    0.715 ... 0.221 0.04  0.073]
 [1.    0.841 0.065 ... 0.209 0.1   0.257]
 [0.392 1.    0.022 ... 0.306 0.012 0.029]]"
2928,b'Let Thy Ale Swing',7.0,0.74,1.0,0.871,"[[1.    0.021 0.011 ... 0.012 0.022 0.021]
 [0.169 0.041 1.    ... 0.18  0.006 0.01 ]
 [0.113 0.027 0.648 ... 0.118 0.01  0.144]
 ...
 [1.    0.348 0.277 ... 0.055 0.118 0.422]
 [1.    0.232 0.202 ... 0.082 0.076 0.195]
 [0.437 0.212 0.142 ... 0.085 0.099 0.319]]"
2929,b'Find Another Way',0.0,0.406,1.0,0.467,"[[0.951 1.    0.341 ... 0.103 0.105 0.504]
 [0.109 0.213 0.143 ... 0.081 0.083 0.196]
 [1.    0.098 0.623 ... 0.139 0.112 0.158]
 ...
 [1.    0.039 0.022 ... 0.005 0.005 0.118]
 [1.    0.069 0.033 ... 0.006 0.007 0.059]
 [1.    0.038 0.02  ... 0.005 0.006 0.047]]"
2930,b'In Da House Skit',10.0,0.743,0.0,0.687,"[[0.754 0.58  0.244 ... 0.217 0.166 0.549]
 [0.815 1.    0.289 ... 0.561 0.269 0.363]
 [0.716 0.364 0.16  ... 0.126 0.121 1.   ]
 ...
 [0.473 0.148 0.099 ... 0.038 0.074 0.698]
 [0.876 1.    0.181 ... 0.317 0.489 0.409]
 [0.474 0.384 0.402 ... 0.619 1.    0.964]]"
2931,b'Freiwild',4.0,0.581,0.0,0.218,"[[0.266 0.337 1.    ... 0.301 0.216 0.138]
 [0.101 0.439 1.    ... 0.196 0.066 0.062]
 [0.557 0.161 0.189 ... 0.27  0.321 0.627]
 ...
 [0.177 0.123 0.278 ... 0.528 1.    0.213]
 [0.068 0.529 1.    ... 0.026 0.055 0.042]
 [1.    0.839 0.472 ... 0.382 0.83  0.488]]"
2932,b'Ninety Miles An Hour',11.0,0.698,1.0,0.65,"[[1.    0.972 0.135 ... 0.243 0.238 0.446]
 [0.438 0.866 1.    ... 0.175 0.123 0.258]
 [0.385 0.08  0.05  ... 0.054 0.032 0.092]
 ...
 [0.381 0.976 0.225 ... 0.371 0.891 0.49 ]
 [0.26  0.947 0.609 ... 0.362 0.239 0.155]
 [0.016 0.03  0.004 ... 0.014 0.015 1.   ]]"
2933,"b""Simple Livin' (Album Version)""",2.0,0.309,0.0,0.341,"[[1.    0.683 0.185 ... 0.29  0.255 0.398]
 [0.103 0.195 0.488 ... 0.069 0.035 0.079]
 [0.102 0.406 1.    ... 0.129 0.097 0.097]
 ...
 [0.456 0.715 0.45  ... 0.271 0.255 0.111]
 [0.678 1.    0.369 ... 0.42  0.471 0.457]
 [0.177 0.134 0.201 ... 1.    0.777 0.386]]"
2934,b'Clavo Y Martillo',7.0,0.742,1.0,0.754,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.003 0.005 0.03  ... 0.007 0.001 0.003]
 [0.006 0.086 0.006 ... 0.012 0.013 0.003]
 ...
 [0.435 1.    0.715 ... 0.579 0.23  0.558]
 [0.61  1.    0.615 ... 0.194 0.196 0.691]
 [0.177 0.307 0.478 ... 0.266 0.161 0.416]]"
2935,b'Loveless',5.0,0.562,1.0,0.5529999999999999,"[[0.216 0.649 0.148 ... 0.079 0.129 0.064]
 [0.024 0.034 0.04  ... 0.056 0.052 0.012]
 [0.173 0.133 0.213 ... 0.052 0.07  0.136]
 ...
 [0.028 0.013 0.017 ... 0.013 0.062 0.051]
 [0.691 0.831 0.397 ... 0.219 0.245 0.605]
 [0.091 0.07  0.087 ... 0.035 0.105 0.147]]"
2936,b'O.R.P.',5.0,0.35,0.0,0.261,"[[0.704 0.517 0.76  ... 1.    0.987 0.651]
 [1.    0.555 0.169 ... 0.248 0.198 0.653]
 [1.    0.728 0.389 ... 0.619 0.504 0.744]
 ...
 [0.5   0.612 0.444 ... 0.52  0.436 0.647]
 [0.43  0.487 0.374 ... 0.431 0.939 0.913]
 [0.079 0.284 0.133 ... 0.1   0.149 0.149]]"
2937,b'Sanddollars',9.0,0.589,1.0,0.313,"[[0.012 0.014 0.02  ... 0.024 0.008 0.028]
 [0.038 0.018 0.006 ... 0.249 0.04  0.225]
 [0.034 0.016 0.01  ... 0.022 0.043 0.321]
 ...
 [1.    0.621 0.221 ... 0.243 0.285 0.872]
 [0.656 0.778 0.419 ... 0.255 0.294 1.   ]
 [0.108 0.178 0.173 ... 0.071 0.316 1.   ]]"
2938,b'Popcorn',7.0,0.184,1.0,0.332,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.13  0.187 0.139 ... 0.759 1.    0.244]
 [0.868 0.668 0.599 ... 0.24  0.1   1.   ]
 ...
 [0.32  0.46  0.287 ... 0.979 0.547 0.018]
 [0.993 0.337 0.111 ... 0.476 1.    0.138]
 [0.206 0.176 0.183 ... 0.318 0.446 0.133]]"
2939,b'Posters',9.0,0.365,1.0,0.392,"[[1.    0.992 0.801 ... 0.32  0.468 0.475]
 [0.019 1.    0.053 ... 0.004 0.006 0.002]
 [0.896 1.    0.264 ... 0.349 0.618 0.327]
 ...
 [0.014 0.039 0.018 ... 1.    0.045 0.015]
 [0.184 0.141 0.11  ... 1.    0.675 0.302]
 [0.496 0.312 0.212 ... 1.    0.316 0.512]]"
2940,b'Start!',0.0,0.799,1.0,0.361,"[[1.    0.906 0.239 ... 0.226 0.23  0.366]
 [0.076 0.058 0.188 ... 0.3   0.163 0.08 ]
 [0.041 0.037 0.061 ... 0.038 0.019 0.045]
 ...
 [0.106 0.538 1.    ... 0.044 0.027 0.075]
 [0.075 0.061 0.082 ... 0.095 0.033 0.035]
 [0.026 0.031 0.04  ... 0.022 0.018 0.029]]"
2941,b'Iron Man',9.0,0.107,1.0,0.36200000000000004,"[[0.816 0.897 1.    ... 0.407 0.404 0.365]
 [0.198 0.025 0.011 ... 0.034 0.007 0.005]
 [0.017 0.01  0.017 ... 0.004 0.003 0.257]
 ...
 [0.054 0.094 0.145 ... 0.084 0.037 0.023]
 [0.186 0.048 0.023 ... 0.09  0.13  0.006]
 [0.362 0.237 0.54  ... 0.387 0.144 0.119]]"
2942,b'000GrandPno',9.0,0.68,0.0,0.815,"[[1.    0.039 0.012 ... 0.013 0.015 0.04 ]
 [0.231 0.052 0.027 ... 0.033 0.026 0.072]
 [0.157 0.047 0.027 ... 0.041 0.042 0.07 ]
 ...
 [0.024 0.006 0.005 ... 0.009 0.013 0.028]
 [0.023 0.011 0.011 ... 0.012 0.038 0.042]
 [0.268 0.173 0.205 ... 0.241 0.924 1.   ]]"
2943,b'Nachts um halb drei',2.0,0.718,1.0,0.537,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.008 0.036 0.238 ... 1.    0.363 0.013]
 [0.009 0.027 0.164 ... 1.    0.195 0.023]
 ...
 [0.011 0.006 0.009 ... 1.    0.404 0.051]
 [0.015 0.056 0.269 ... 1.    0.263 0.018]
 [0.068 0.183 0.664 ... 1.    0.149 0.054]]"
2944,b'I Constantly Thank God For Esteban [Live In Chicago]',5.0,0.318,0.0,0.545,"[[0.071 0.083 0.06  ... 0.045 0.072 0.064]
 [1.    0.279 0.154 ... 0.279 0.522 0.238]
 [1.    0.261 0.077 ... 0.026 0.062 0.483]
 ...
 [1.    0.816 0.712 ... 0.418 0.599 0.679]
 [0.796 1.    0.871 ... 0.878 0.926 0.839]
 [1.    0.74  0.723 ... 0.656 0.683 0.74 ]]"
2945,b'Pai Keros',4.0,0.042,0.0,0.013999999999999999,"[[1.    0.847 0.794 ... 0.751 0.861 0.754]
 [1.    0.022 0.048 ... 0.01  0.01  0.047]
 [1.    0.034 0.324 ... 0.082 0.031 0.091]
 ...
 [0.411 0.525 0.373 ... 1.    0.307 0.352]
 [0.485 0.807 0.555 ... 1.    0.807 0.432]
 [0.282 1.    0.399 ... 0.726 0.267 0.229]]"
2946,b'Since The Last Time',1.0,1.0,1.0,0.7879999999999999,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.608 1.    0.536 ... 0.103 0.285 0.131]
 [0.693 0.707 0.258 ... 0.407 0.178 0.347]
 ...
 [0.345 1.    0.451 ... 0.105 0.103 0.078]
 [0.39  0.437 0.25  ... 1.    0.765 0.274]
 [0.031 0.016 0.036 ... 0.162 0.044 0.015]]"
2947,b'We\xc2\xb4ve Only Just Begun',9.0,0.317,1.0,0.45899999999999996,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.066 0.836 0.043 ... 1.    0.041 0.06 ]
 [0.054 1.    0.048 ... 0.688 0.041 0.054]
 ...
 [0.069 0.227 1.    ... 0.62  0.117 0.038]
 [0.263 0.436 0.497 ... 0.327 0.26  0.292]
 [0.152 0.254 0.298 ... 1.    0.352 0.169]]"
2948,b'Frei zu sein',0.0,0.225,1.0,0.29100000000000004,"[[1.    0.788 0.599 ... 0.495 0.509 0.568]
 [0.194 0.224 0.218 ... 0.427 0.333 0.151]
 [0.877 0.836 0.787 ... 0.648 0.596 0.856]
 ...
 [0.878 0.717 0.369 ... 0.345 0.329 0.77 ]
 [0.036 0.038 0.055 ... 0.027 0.031 0.163]
 [0.258 0.164 0.05  ... 0.07  0.172 0.944]]"
2949,b'Michelle (LP Version)',4.0,0.514,0.0,0.49700000000000005,"[[0.946 1.    0.495 ... 0.549 0.712 0.629]
 [0.203 0.124 0.144 ... 1.    0.401 0.282]
 [0.437 0.661 0.175 ... 1.    0.141 0.621]
 ...
 [1.    0.339 0.072 ... 0.303 0.898 0.116]
 [0.032 0.01  0.026 ... 0.012 0.013 0.196]
 [0.002 0.002 0.004 ... 0.001 0.001 0.174]]"
2950,b'Porque Nos Queremos',4.0,0.0,0.0,0.147,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.986 0.923 0.799 ... 1.    0.869 0.929]
 [0.129 0.061 0.048 ... 0.11  0.09  1.   ]
 ...
 [0.472 0.103 0.133 ... 0.163 0.214 1.   ]
 [0.252 0.062 0.149 ... 0.061 0.14  1.   ]
 [0.335 0.621 1.    ... 0.209 0.214 0.377]]"
2951,b'Role Model',1.0,0.087,0.0,0.525,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.043 0.149 0.428 ... 0.031 0.028 0.022]
 [0.723 1.    0.554 ... 0.059 0.108 0.252]
 ...
 [0.289 1.    0.04  ... 0.031 0.064 0.352]
 [0.504 1.    0.644 ... 0.339 0.307 0.487]
 [0.213 0.089 0.151 ... 0.17  0.092 0.137]]"
2952,b'Epaule tattoo (Live 1989)',7.0,0.026000000000000002,1.0,0.341,"[[1.    0.918 0.149 ... 0.034 0.028 0.181]
 [0.686 0.791 0.625 ... 0.709 0.634 0.82 ]
 [0.671 1.    0.676 ... 0.492 0.416 0.505]
 ...
 [0.791 0.823 0.743 ... 1.    0.891 0.761]
 [0.82  0.607 0.76  ... 0.679 0.647 0.693]
 [1.    0.818 0.54  ... 0.658 0.579 0.914]]"
2953,b'Virtuosite Musette',7.0,0.08,1.0,0.48,"[[0.765 0.902 0.991 ... 0.779 0.718 0.673]
 [0.182 0.185 0.54  ... 0.237 0.081 0.21 ]
 [0.736 1.    0.294 ... 0.351 0.372 0.24 ]
 ...
 [0.355 0.527 0.323 ... 0.1   0.202 0.106]
 [0.369 1.    0.841 ... 0.39  0.15  0.398]
 [0.059 0.05  0.236 ... 0.305 0.262 0.153]]"
2954,b'Grustnaja',5.0,0.523,1.0,0.536,"[[0.305 0.32  0.237 ... 1.    0.703 0.325]
 [0.849 0.623 0.153 ... 0.909 1.    0.015]
 [1.    0.86  0.175 ... 0.049 0.047 0.351]
 ...
 [0.234 0.043 0.057 ... 0.141 0.08  0.14 ]
 [1.    0.093 0.022 ... 0.035 0.027 0.035]
 [1.    0.527 0.665 ... 0.333 0.362 0.36 ]]"
2955,b'Christmas All The Time (Acoustic)',7.0,0.738,1.0,0.617,"[[1.    0.706 0.221 ... 0.392 0.497 0.709]
 [0.006 0.009 0.091 ... 0.019 0.04  0.049]
 [0.002 0.004 0.039 ... 0.01  0.006 0.009]
 ...
 [0.015 0.034 1.    ... 0.037 0.122 0.178]
 [0.06  0.157 1.    ... 0.025 0.028 0.077]
 [0.069 0.084 1.    ... 0.078 0.197 0.191]]"
2956,b'Obvious ( LP Version )',5.0,0.47600000000000003,1.0,0.493,"[[1.    0.935 0.913 ... 0.594 0.644 0.651]
 [1.    0.592 0.434 ... 0.424 0.291 0.137]
 [1.    0.701 0.05  ... 0.011 0.014 0.166]
 ...
 [1.    0.048 0.126 ... 0.154 0.061 0.081]
 [1.    0.568 0.341 ... 0.389 0.123 0.405]
 [1.    0.258 0.383 ... 0.561 0.348 0.332]]"
2957,b'Grown & Sexy',7.0,0.021,1.0,0.315,"[[0.034 0.356 1.    ... 0.432 0.389 0.058]
 [0.067 0.351 0.558 ... 0.962 1.    0.087]
 [0.029 0.489 0.806 ... 0.83  0.997 0.098]
 ...
 [1.    0.324 0.194 ... 0.021 0.019 0.834]
 [0.192 0.372 0.228 ... 0.694 1.    0.152]
 [0.359 0.203 0.483 ... 0.952 0.51  0.486]]"
2958,b'Parto em terras distantes',4.0,0.669,0.0,0.638,"[[0.016 0.01  0.015 ... 0.055 0.017 0.07 ]
 [0.025 0.07  0.065 ... 0.095 0.087 0.144]
 [0.178 0.335 1.    ... 0.387 0.185 0.259]
 ...
 [0.434 0.466 0.357 ... 1.    0.604 0.518]
 [0.137 0.248 0.26  ... 1.    0.128 0.108]
 [0.351 0.544 1.    ... 0.884 0.4   0.317]]"
2959,b'Zip-A-Dee-Doo-Dah (Song of the South)',10.0,0.551,1.0,0.528,"[[0.014 0.014 0.246 ... 0.274 1.    0.075]
 [0.161 0.042 0.113 ... 0.095 0.347 0.102]
 [0.116 0.05  0.174 ... 0.102 0.075 0.043]
 ...
 [0.444 0.467 0.202 ... 0.14  0.291 0.633]
 [0.234 0.166 0.078 ... 0.128 0.477 1.   ]
 [0.296 0.273 0.177 ... 0.115 0.296 1.   ]]"
2960,b'Je Sais Que La Terre Est Plate',0.0,0.591,1.0,0.556,"[[0.726 0.112 0.02  ... 0.015 0.074 1.   ]
 [0.169 0.142 0.135 ... 0.138 0.12  0.201]
 [0.066 0.078 0.085 ... 0.087 0.024 0.058]
 ...
 [0.36  0.292 0.066 ... 0.04  0.047 0.457]
 [0.539 0.578 0.15  ... 0.047 0.067 0.393]
 [0.266 0.297 0.144 ... 0.041 0.04  0.145]]"
2961,b'Liquid Time (composition by John Goodsall)',9.0,0.519,1.0,0.491,"[[0.253 0.295 0.256 ... 0.236 0.95  1.   ]
 [1.    0.688 0.369 ... 0.339 0.483 0.573]
 [0.699 0.853 0.585 ... 0.475 0.384 0.596]
 ...
 [0.03  0.043 0.02  ... 0.87  0.022 0.3  ]
 [0.047 0.043 0.02  ... 0.831 0.029 0.271]
 [0.102 0.089 0.105 ... 0.687 0.087 0.199]]"
2962,b'Martha Served',7.0,0.38,1.0,0.385,"[[0.835 0.639 0.492 ... 0.494 1.    0.52 ]
 [0.886 1.    0.325 ... 0.261 0.124 0.635]
 [0.26  0.265 0.473 ... 0.283 0.264 1.   ]
 ...
 [0.506 0.51  0.636 ... 0.327 0.494 0.497]
 [0.22  0.248 0.288 ... 0.283 1.    0.546]
 [0.692 1.    0.928 ... 0.32  0.86  0.524]]"
2963,b'You Eclipsed By Me (Album Version)',0.0,0.588,0.0,0.584,"[[0.613 0.532 0.31  ... 1.    0.98  0.308]
 [1.    0.831 0.785 ... 0.302 0.279 0.537]
 [1.    0.652 0.56  ... 0.193 0.219 0.313]
 ...
 [0.515 1.    0.532 ... 0.053 0.094 0.119]
 [0.848 0.611 1.    ... 0.266 0.295 0.739]
 [1.    0.049 0.046 ... 0.059 0.048 0.031]]"
2964,b'Shovel',0.0,0.821,1.0,0.5870000000000001,"[[0.231 0.221 0.236 ... 0.384 0.244 0.285]
 [0.287 0.339 0.221 ... 0.303 0.231 0.282]
 [0.132 0.192 0.093 ... 0.151 0.154 0.301]
 ...
 [0.513 0.287 0.171 ... 0.655 1.    0.754]
 [1.    0.577 0.111 ... 0.497 0.851 0.052]
 [1.    0.3   0.513 ... 0.626 0.911 0.707]]"
2965,b'Halloween',10.0,0.325,1.0,0.28600000000000003,"[[0.146 0.203 0.219 ... 0.098 0.082 0.138]
 [0.129 0.021 0.035 ... 0.322 1.    0.388]
 [1.    0.054 0.038 ... 0.013 0.028 0.162]
 ...
 [0.481 0.844 0.969 ... 0.397 0.207 0.209]
 [0.744 0.609 0.782 ... 0.293 0.292 0.376]
 [1.    0.337 0.251 ... 0.325 0.442 0.405]]"
2966,b'On Efface',1.0,0.429,0.0,0.67,"[[0.943 1.    0.91  ... 0.496 0.406 0.364]
 [0.085 1.    0.207 ... 0.023 0.027 0.02 ]
 [0.091 1.    0.218 ... 0.047 0.056 0.019]
 ...
 [0.1   1.    0.075 ... 0.012 0.017 0.028]
 [0.041 1.    0.022 ... 0.014 0.014 0.025]
 [0.041 1.    0.026 ... 0.014 0.014 0.022]]"
2967,b'Misery Path (From the Privilege of Evil)',9.0,0.447,1.0,0.247,"[[0.818 1.    0.803 ... 0.655 0.548 0.577]
 [0.548 1.    0.148 ... 0.165 0.2   0.046]
 [0.031 0.031 0.02  ... 1.    0.32  0.032]
 ...
 [1.    0.992 0.888 ... 0.725 0.51  0.044]
 [0.702 0.932 0.653 ... 1.    0.494 0.333]
 [0.086 0.219 0.096 ... 0.627 0.197 0.112]]"
2968,b'Nuovi Re pt. I I (feat. Tek money - Lady Tambler)',1.0,0.19399999999999998,1.0,0.436,"[[0.741 1.    0.664 ... 0.602 0.599 0.622]
 [0.219 0.218 0.515 ... 0.266 0.598 0.177]
 [0.171 0.126 0.329 ... 0.246 0.456 0.107]
 ...
 [0.159 0.077 0.045 ... 0.116 0.074 0.106]
 [0.191 0.144 0.181 ... 0.567 0.198 0.209]
 [0.224 0.154 0.158 ... 0.219 1.    0.672]]"
2969,b'Howells Delight',3.0,0.0,1.0,0.0,"[[1.    0.926 0.264 ... 0.197 0.366 0.394]
 [0.375 0.247 1.    ... 0.097 0.074 0.08 ]
 [0.318 0.031 0.211 ... 0.025 0.034 0.362]
 ...
 [0.096 0.086 1.    ... 0.369 0.178 0.012]
 [0.105 0.038 0.228 ... 0.048 0.034 0.158]
 [0.128 0.064 0.065 ... 0.018 0.039 0.157]]"
2970,"b""I Can't Help Myself""",5.0,0.614,0.0,0.61,"[[1.    0.973 0.474 ... 0.221 0.199 0.472]
 [0.01  0.019 0.003 ... 0.017 0.011 0.005]
 [0.732 0.357 0.209 ... 1.    0.972 0.875]
 ...
 [0.099 0.127 0.088 ... 0.245 0.925 0.15 ]
 [1.    0.051 0.034 ... 0.032 0.178 0.048]
 [0.839 0.497 0.663 ... 0.402 0.915 0.624]]"
2971,b'Year Zero',3.0,0.544,1.0,0.741,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.141 0.064 0.053 ... 0.138 0.131 0.192]
 [0.103 0.45  0.277 ... 0.152 0.185 0.113]
 ...
 [1.    0.9   0.241 ... 0.116 0.415 0.034]
 [1.    0.15  0.124 ... 0.067 0.087 0.127]
 [1.    0.115 0.066 ... 0.034 0.045 0.087]]"
2972,b'Profound Sound (Take Two Album Version)',9.0,0.32899999999999996,1.0,0.207,"[[1.    0.994 0.276 ... 0.487 0.493 0.237]
 [0.856 0.547 0.432 ... 0.108 0.086 0.21 ]
 [0.285 1.    0.363 ... 0.071 0.041 0.035]
 ...
 [0.581 0.498 0.573 ... 1.    0.997 0.316]
 [0.835 0.505 0.432 ... 1.    0.783 0.273]
 [0.7   0.39  0.498 ... 1.    0.652 0.186]]"
2973,"b""I've Grown Accustomed To His Face I've Grown Accustomed To His Face""",2.0,0.057,0.0,0.307,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.209 0.3   0.53  ... 0.189 1.    0.77 ]
 [1.    0.664 0.563 ... 0.673 0.943 0.154]
 ...
 [0.659 0.166 0.103 ... 1.    0.157 0.434]
 [1.    0.179 0.09  ... 0.77  0.168 0.705]
 [0.783 0.217 0.676 ... 0.359 0.827 0.751]]"
2974,b'King Jesus Is My Captain',8.0,0.5670000000000001,1.0,0.428,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [1.    0.028 0.023 ... 0.048 0.142 0.908]
 [1.    0.1   0.063 ... 0.023 0.023 0.149]
 ...
 [0.339 0.089 0.067 ... 0.291 0.041 0.092]
 [0.464 0.149 0.061 ... 0.112 0.135 0.129]
 [0.718 0.365 0.238 ... 0.65  0.357 0.422]]"
2975,b'Wraparound Shades (Album)',1.0,0.38299999999999995,0.0,0.565,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.005 0.014 0.003 ... 0.001 0.002 0.006]
 [0.098 0.054 0.04  ... 0.082 0.108 0.89 ]
 ...
 [0.06  1.    0.032 ... 0.012 0.688 0.042]
 [0.005 0.019 0.002 ... 0.005 0.024 0.012]
 [0.007 0.005 0.445 ... 0.011 0.006 0.02 ]]"
2976,b'Autofokus',7.0,0.5379999999999999,1.0,0.485,"[[1.    1.    1.    ... 1.    1.    1.   ]
 [0.454 0.112 0.022 ... 0.019 0.012 0.019]
 [0.197 0.017 0.053 ... 0.001 0.001 0.012]
 ...
 [0.054 0.3   1.    ... 0.187 0.046 0.036]
 [0.134 0.418 1.    ... 0.748 0.137 0.083]
 [0.349 0.501 0.851 ... 1.    0.319 0.232]]"
2977,"b""The Earth Isn't Humming""",5.0,0.47200000000000003,1.0,0.551,"[[0.663 0.721 0.416 ... 0.867 0.689 0.446]
 [0.537 1.    0.303 ... 0.597 0.484 0.406]
 [0.894 1.    0.961 ... 0.505 0.803 0.768]
 ...
 [0.186 0.287 0.178 ... 1.    0.513 0.464]
 [0.114 0.081 0.055 ... 0.359 0.308 0.178]
 [0.317 0.315 0.389 ... 0.584 0.534 0.406]]"
2978,b'Satisfaction',11.0,0.013000000000000001,0.0,0.33899999999999997,"[[0.007 0.007 0.026 ... 0.028 0.008 0.024]
 [0.137 0.143 1.    ... 0.14  0.248 0.273]
 [0.095 0.126 0.122 ... 0.612 0.865 0.787]
 ...
 [0.657 1.    0.499 ... 0.291 0.385 0.137]
 [0.087 0.067 0.091 ... 0.081 0.191 0.083]
 [0.106 0.091 0.119 ... 0.116 0.807 0.122]]"
